,exp,path,run,subset
11,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_11_peaknet1.cxi,101,train
12,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_12_peaknet1.cxi,101,train
13,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_13_peaknet1.cxi,101,train
14,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_14_peaknet1.cxi,101,train
15,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_15_peaknet1.cxi,101,train
16,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_16_peaknet1.cxi,101,train
17,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_17_peaknet1.cxi,101,train
18,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_18_peaknet1.cxi,101,train
19,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_19_peaknet1.cxi,101,train
20,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_20_peaknet1.cxi,101,train
21,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_21_peaknet1.cxi,101,train
22,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_22_peaknet1.cxi,101,train
23,cxic0415,/cds/data/psdm/cxi/cxic0415/scratch/axlevy/psocake/r0101/cxic0415_0101_23_peaknet1.cxi,101,train
