,path,exp,run,subset
56,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0078.cxi,cxils9717,78,train
57,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0092.cxi,cxils9717,92,train
58,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0065.cxi,cxilr2816,65,train
59,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil5316_0014.cxi,cxil5316,14,train
60,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0447.cxi,cxilr8416,447,train
61,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0165.cxi,cxig0715,165,train
62,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0098.cxi,cxilp9515,98,train
63,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip10116_0014.cxi,cxip10116,14,train
64,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0181.cxi,cxilu1817,181,train
65,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0060.cxi,cxilt5917,60,train
66,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0125.cxi,cxils9717,125,train
67,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0200.cxi,cxilr2816,200,train
68,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0205.cxi,cxilr2316,205,train
69,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0272.cxi,cxilr2316,272,train
70,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0035.cxi,cxilu4517,35,train
71,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0266.cxi,cxilr8416,266,train
72,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil5316_0008.cxi,cxil5316,8,train
73,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp5815_0212.cxi,cxilp5815,212,train
74,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0156.cxi,cxilr2316,156,train
75,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0193.cxi,cxilt5917,193,train
76,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0045.cxi,cxilr2816,45,train
77,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0087.cxi,cxilr2816,87,train
78,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0193.cxi,cxilr2816,193,train
79,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0243.cxi,cxils9717,243,train
80,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0196.cxi,cxilr2816,196,train
81,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0044.cxi,cxils8717,44,train
82,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0011.cxi,cxip14117,11,train
83,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0236.cxi,cxilt5917,236,train
84,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0033.cxi,cxilu4517,33,train
85,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0075.cxi,cxilu4517,75,train
86,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0007.cxi,cxilu1817,7,train
87,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0231.cxi,cxilr2816,231,train
88,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0168.cxi,cxilr2816,168,train
89,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0242.cxi,cxil8416,242,train
90,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0159.cxi,cxils8317,159,train
91,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0041.cxi,cxilu1817,41,train
92,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0148.cxi,cxilt4317,148,train
93,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0094.cxi,cxils8317,94,train
94,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0154.cxi,cxilt5917,154,train
95,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0098.cxi,cxilt5917,98,train
96,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0173.cxi,cxils9717,173,train
97,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0172.cxi,cxilr2316,172,train
98,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0258.cxi,cxil8416,258,train
99,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0044.cxi,cxip14117,44,train
100,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0103.cxi,cxilr2816,103,train
101,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0015.cxi,cxic0515,15,train
102,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0249.cxi,cxilr8416,249,train
103,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0017.cxi,cxils9717,17,train
104,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0116.cxi,cxim1416,116,train
105,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0091.cxi,cxilr2816,91,train
106,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim2716_0128.cxi,cxim2716,128,train
107,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0161.cxi,cxilr2316,161,train
108,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0023.cxi,cxils8717,23,train
109,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0158.cxi,cxilr2816,158,train
110,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0134.cxi,cxilr2816,134,train
111,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0190.cxi,cxils9717,190,train
112,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0219.cxi,cxilr8416,219,train
113,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0138.cxi,cxilr2816,138,train
114,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0143.cxi,cxils8717,143,train
115,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0008.cxi,cxic0515,8,train
116,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0008.cxi,cxilr2816,8,train
117,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0310.cxi,cxilt4317,310,train
118,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0024.cxi,cxip14117,24,train
119,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0167.cxi,cxilt5917,167,train
120,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0151.cxi,cxilr2316,151,train
121,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0125.cxi,cxils8317,125,train
122,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0142.cxi,cxils8317,142,train
123,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0231.cxi,cxils9717,231,train
124,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0168.cxi,cxilr2316,168,train
125,/reg/data/ana03/scratch/yoon82/autosfx/output/cxik6315_0020.cxi,cxik6315,20,train
126,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0113.cxi,cxils9717,113,train
127,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0054.cxi,cxils8317,54,train
128,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0208.cxi,cxils9717,208,train
129,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0146.cxi,cxils8717,146,train
130,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0027.cxi,cxils9717,27,train
131,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0433.cxi,cxil8416,433,train
132,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0112.cxi,cxilt4317,112,train
133,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0085.cxi,cxilr2816,85,train
134,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0198.cxi,cxilu1817,198,train
135,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0175.cxi,cxilt5917,175,train
136,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0049.cxi,cxils9717,49,train
137,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0152.cxi,cxils8317,152,train
138,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0095.cxi,cxim1416,95,train
139,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0024.cxi,cxils9717,24,train
140,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0144.cxi,cxilt5917,144,train
141,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0142.cxi,cxils8717,142,train
142,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0024.cxi,cxilr8416,24,train
143,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0031.cxi,cxils9717,31,train
144,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0178.cxi,cxilr2816,178,train
145,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0086.cxi,cxip14117,86,train
146,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0165.cxi,cxilt4317,165,train
147,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0116.cxi,cxilt4317,116,train
148,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0074.cxi,cxim1416,74,train
149,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0150.cxi,cxilt4317,150,train
150,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0057.cxi,cxils9717,57,train
151,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0082.cxi,cxip14117,82,train
152,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0081.cxi,cxils8317,81,train
153,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0015.cxi,cxig0715,15,train
154,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0285.cxi,cxilt4317,285,train
155,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0067.cxi,cxim1416,67,train
156,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0164.cxi,cxilr2316,164,train
157,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0101.cxi,cxilr2816,101,train
158,/reg/data/ana03/scratch/yoon82/autosfx/output/cxik6315_0004.cxi,cxik6315,4,train
159,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0108.cxi,cxilr2816,108,train
160,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0126.cxi,cxils9717,126,train
161,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0044.cxi,cxilr2816,44,train
162,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0192.cxi,cxilr2316,192,train
163,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0107.cxi,cxils9717,107,train
164,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0154.cxi,cxils9717,154,train
165,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0017.cxi,cxilt5917,17,train
166,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0035.cxi,cxic0515,35,train
167,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0019.cxi,cxilr2816,19,train
168,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0054.cxi,cxilt5917,54,train
169,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0172.cxi,cxilt4317,172,train
170,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0022.cxi,cxils9717,22,train
171,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0015.cxi,cxil8416,15,train
172,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0059.cxi,cxilt5917,59,train
173,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0105.cxi,cxils8317,105,train
174,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0153.cxi,cxilr2816,153,train
175,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0083.cxi,cxip14117,83,train
176,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0022.cxi,cxim1416,22,train
177,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0105.cxi,cxils9717,105,train
178,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0052.cxi,cxilr2816,52,train
179,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0281.cxi,cxilr2316,281,train
180,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0085.cxi,cxip14117,85,train
181,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0081.cxi,cxilr2316,81,train
182,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0032.cxi,cxip14117,32,train
183,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0151.cxi,cxig0715,151,train
184,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0116.cxi,cxils9717,116,train
185,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0064.cxi,cxilr2816,64,train
186,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0027.cxi,cxim1416,27,train
187,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0092.cxi,cxilr2816,92,train
188,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0303.cxi,cxilr2316,303,train
189,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0077.cxi,cxim1416,77,train
190,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0161.cxi,cxils8717,161,train
191,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0163.cxi,cxils8717,163,train
192,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0047.cxi,cxils9717,47,train
193,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0027.cxi,cxilr2816,27,train
194,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0020.cxi,cxils8717,20,train
195,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0055.cxi,cxils8317,55,train
196,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0012.cxi,cxic0515,12,train
197,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0155.cxi,cxilt5917,155,train
198,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0474.cxi,cxilr8416,474,train
199,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0145.cxi,cxilt4317,145,train
200,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0196.cxi,cxig0715,196,train
201,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0031.cxi,cxilu4517,31,train
202,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0132.cxi,cxils8717,132,train
203,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0132.cxi,cxilr2816,132,train
204,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0163.cxi,cxilr2316,163,train
205,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0131.cxi,cxilp9515,131,train
206,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0251.cxi,cxilr2316,251,train
207,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0151.cxi,cxilt4317,151,train
208,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0129.cxi,cxilr2816,129,train
209,/reg/data/ana03/scratch/yoon82/autosfx/output/cxi06216_0022.cxi,cxi06216,22,train
210,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0059.cxi,cxils9717,59,train
211,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0114.cxi,cxils8717,114,train
212,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt4317_0105.cxi,cxilt4317,105,train
213,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0389.cxi,cxil8416,389,train
214,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0301.cxi,cxilr2316,301,train
215,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilp9515_0073.cxi,cxilp9515,73,train
216,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0113.cxi,cxilt5917,113,train
217,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0130.cxi,cxilt5917,130,train
218,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0217.cxi,cxils9717,217,train
219,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0435.cxi,cxil8416,435,train
220,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0061.cxi,cxils8317,61,train
221,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0264.cxi,cxil8416,264,train
222,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0013.cxi,cxip14117,13,train
223,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0187.cxi,cxilr8416,187,train
224,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0076.cxi,cxim1416,76,train
225,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0069.cxi,cxils8717,69,train
226,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0139.cxi,cxils8717,139,train
227,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0103.cxi,cxilt5917,103,train
228,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0123.cxi,cxim1416,123,train
229,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0135.cxi,cxilt5917,135,train
230,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip14117_0074.cxi,cxip14117,74,train
231,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0028.cxi,cxic0515,28,train
232,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0204.cxi,cxilr2316,204,train
233,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0170.cxi,cxilt5917,170,train
234,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0164.cxi,cxils9717,164,train
235,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0187.cxi,cxig0715,187,train
236,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0122.cxi,cxim1416,122,train
237,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0230.cxi,cxilt5917,230,train
238,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0025.cxi,cxils9717,25,train
239,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0058.cxi,cxic0515,58,train
240,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0133.cxi,cxilr2316,133,train
241,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0051.cxi,cxils9717,51,train
242,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0211.cxi,cxig0715,211,train
243,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0417.cxi,cxilr8416,417,train
244,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0072.cxi,cxils8717,72,train
245,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0076.cxi,cxils9717,76,train
246,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0231.cxi,cxilt5917,231,train
247,/reg/data/ana03/scratch/yoon82/autosfx/output/cxic0515_0021.cxi,cxic0515,21,train
248,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8317_0151.cxi,cxils8317,151,train
249,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr8416_0186.cxi,cxilr8416,186,train
250,/reg/data/ana03/scratch/yoon82/autosfx/output/cxig0715_0123.cxi,cxig0715,123,train
251,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0198.cxi,cxils9717,198,train
252,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0196.cxi,cxilr2316,196,train
253,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2316_0195.cxi,cxilr2316,195,train
254,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilr2816_0028.cxi,cxilr2816,28,train
255,/reg/data/ana03/scratch/yoon82/autosfx/output/cxim1416_0075.cxi,cxim1416,75,train
256,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0194.cxi,cxilt5917,194,train
257,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0194.cxi,cxilu1817,194,train
258,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu4517_0023.cxi,cxilu4517,23,train
259,/reg/data/ana03/scratch/yoon82/autosfx/output/cxik6315_0003.cxi,cxik6315,3,train
260,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilq8015_0093.cxi,cxilq8015,93,train
261,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilu1817_0045.cxi,cxilu1817,45,train
262,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0153.cxi,cxils8717,153,train
263,/reg/data/ana03/scratch/yoon82/autosfx/output/cxil8416_0393.cxi,cxil8416,393,train
264,/reg/data/ana03/scratch/yoon82/autosfx/output/cxilt5917_0190.cxi,cxilt5917,190,train
265,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0155.cxi,cxils9717,155,train
266,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils8717_0149.cxi,cxils8717,149,train
267,/reg/data/ana03/scratch/yoon82/autosfx/output/cxils9717_0180.cxi,cxils9717,180,train
268,/reg/data/ana03/scratch/yoon82/autosfx/output/cxip10116_0011.cxi,cxip10116,11,train
