,exp,path,run,subset
16,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_37.cxi,100,train
17,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_30.cxi,100,train
18,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_0.cxi,100,train
19,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_7.cxi,100,train
20,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_9.cxi,100,train
21,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_13.cxi,100,train
22,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_14.cxi,100,train
23,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_21.cxi,100,train
24,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_26.cxi,100,train
25,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_28.cxi,100,train
26,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_19.cxi,100,train
27,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_17.cxi,100,train
28,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_10.cxi,100,train
29,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_25.cxi,100,train
30,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_22.cxi,100,train
31,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_46.cxi,100,train
32,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_41.cxi,100,train
33,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_33.cxi,100,train
34,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_34.cxi,100,train
35,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_4.cxi,100,train
36,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_3.cxi,100,train
37,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_23.cxi,100,train
38,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_24.cxi,100,train
39,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_11.cxi,100,train
40,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_16.cxi,100,train
41,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_18.cxi,100,train
42,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_2.cxi,100,train
43,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_5.cxi,100,train
44,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_35.cxi,100,train
45,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_32.cxi,100,train
46,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_40.cxi,100,train
47,cxic0415,/reg/data/ana03/scratch/yoon82/autosfx/cxic0415/yoon82/psocake/r0100/cxic0415_0100_47.cxi,100,train
